region,energy_type,material_sourcing,production_volume,product_type,transport_mode,distance_km,storage_type,shelf_days,carbon_footprint
urban,renewable,local,3623,non-perishable,sea,3773,refrigerated,8,0.43947904000000004
rural,renewable,local,1610,non-perishable,air,3404,ambient,95,7.76112
urban,non-renewable,imported,8593,non-perishable,road,1224,refrigerated,20,1.145664
rural,renewable,local,1563,non-perishable,road,2650,ambient,170,7.208
rural,renewable,imported,2937,non-perishable,road,1824,ambient,146,6.391296
coastal,renewable,local,559,perishable,air,1735,refrigerated,14,0.7578480000000002
rural,renewable,recycled,3637,perishable,air,2177,refrigerated,13,0.6622434000000001
rural,renewable,recycled,3854,non-perishable,air,3984,ambient,150,10.756800000000002
coastal,renewable,imported,1331,non-perishable,air,3233,ambient,31,3.608028
coastal,renewable,local,1163,non-perishable,sea,829,ambient,85,0.7892079999999999
coastal,renewable,imported,2462,non-perishable,sea,434,refrigerated,16,0.15165695999999998
coastal,renewable,local,1475,perishable,air,1812,refrigerated,16,0.9045504000000001
rural,non-renewable,local,6171,non-perishable,sea,1471,ambient,36,0.8896608
rural,renewable,local,4597,non-perishable,air,3473,refrigerated,15,1.625364
urban,non-renewable,imported,13031,non-perishable,air,4497,refrigerated,25,7.892235
urban,renewable,imported,857,non-perishable,road,2037,ambient,101,4.937688
rural,renewable,local,3953,perishable,sea,3500,refrigerated,29,1.4778399999999998
urban,non-renewable,recycled,6514,non-perishable,road,391,refrigerated,5,0.045747
rural,renewable,local,4981,non-perishable,road,2285,ambient,94,3.43664
rural,renewable,local,2427,perishable,sea,1195,refrigerated,17,0.29578640000000006
urban,renewable,local,2858,non-perishable,air,3135,ambient,76,5.71824
coastal,renewable,local,4324,perishable,air,1408,refrigerated,18,0.7907328
urban,renewable,recycled,3979,non-perishable,road,1084,ambient,150,1.9512
rural,non-renewable,recycled,10488,non-perishable,road,2192,ambient,88,3.4721279999999997
urban,non-renewable,local,5160,non-perishable,road,356,ambient,46,0.39302400000000004
coastal,renewable,local,3629,perishable,air,678,refrigerated,28,0.5923008000000002
coastal,non-renewable,imported,10254,non-perishable,road,2333,ambient,101,8.482788
coastal,renewable,recycled,1005,non-perishable,road,2676,ambient,57,1.830384
urban,renewable,local,1736,non-perishable,road,2348,ambient,50,1.8784
rural,renewable,local,898,perishable,air,3910,ambient,143,13.41912
urban,renewable,local,1048,non-perishable,sea,4064,ambient,142,6.4633856
rural,renewable,imported,1022,perishable,sea,2891,refrigerated,6,0.37883663999999995
urban,non-renewable,recycled,9014,non-perishable,air,3471,refrigerated,18,2.1929778
rural,renewable,recycled,3320,perishable,air,4896,refrigerated,7,0.8019648
urban,renewable,imported,996,perishable,sea,3027,refrigerated,7,0.46276776000000003
urban,non-renewable,imported,8240,non-perishable,road,2260,ambient,44,3.5798399999999995
urban,renewable,imported,3015,non-perishable,sea,3439,refrigerated,25,1.877694
coastal,non-renewable,recycled,8755,perishable,air,4504,refrigerated,24,3.794169599999999
urban,non-renewable,imported,7283,perishable,sea,4490,refrigerated,16,2.3534783999999997
coastal,renewable,local,624,perishable,air,328,refrigerated,8,0.08186880000000002
rural,renewable,local,3161,non-perishable,sea,4453,ambient,150,7.48104
rural,renewable,imported,3121,perishable,air,4758,ambient,107,18.327816
coastal,renewable,imported,2253,non-perishable,road,2795,ambient,100,6.707999999999999
rural,non-renewable,local,10627,perishable,air,3427,refrigerated,29,4.651124400000001
rural,non-renewable,imported,14658,non-perishable,road,2001,ambient,133,9.580787999999998
coastal,renewable,imported,2724,non-perishable,road,2856,ambient,149,10.213055999999998
urban,non-renewable,recycled,12706,non-perishable,road,1708,ambient,152,4.673088
urban,renewable,recycled,3427,perishable,air,2176,refrigerated,24,1.2220416
urban,non-renewable,local,13488,perishable,sea,4644,refrigerated,7,0.7099747200000002
urban,renewable,recycled,574,non-perishable,road,2612,refrigerated,18,0.7334496
urban,non-renewable,local,7463,perishable,air,3565,refrigerated,18,3.0031560000000006
rural,renewable,local,4745,perishable,sea,4587,refrigerated,20,1.3357344
urban,non-renewable,imported,11920,perishable,air,4254,refrigerated,29,8.660293199999998
coastal,renewable,local,3328,non-perishable,sea,4782,ambient,56,2.9992704000000003
coastal,non-renewable,imported,6518,non-perishable,sea,1260,refrigerated,24,0.9906623999999998
urban,renewable,local,2766,perishable,air,378,refrigerated,6,0.0707616
urban,non-renewable,local,14439,non-perishable,sea,4213,refrigerated,21,1.9322503200000005
urban,renewable,local,1902,non-perishable,road,630,refrigerated,23,0.301392
urban,renewable,local,2844,non-perishable,sea,1716,refrigerated,29,0.7245638399999998
coastal,renewable,imported,3559,perishable,air,2338,refrigerated,12,1.3130208
coastal,renewable,local,1547,non-perishable,road,794,ambient,165,2.0961600000000002
urban,non-renewable,local,10346,non-perishable,air,4416,ambient,126,20.030976000000003
coastal,renewable,local,831,perishable,sea,2092,refrigerated,12,0.36551424
coastal,renewable,local,4313,perishable,air,1906,refrigerated,29,1.7245488
coastal,renewable,local,4309,non-perishable,road,225,ambient,45,0.16200000000000003
rural,renewable,recycled,4803,perishable,sea,379,refrigerated,23,0.09518963999999999
rural,renewable,imported,4404,non-perishable,air,4859,ambient,41,7.1718839999999995
coastal,renewable,local,2144,non-perishable,air,3991,ambient,110,10.536240000000001
rural,renewable,imported,2477,non-perishable,road,1555,ambient,165,6.157799999999999
urban,non-renewable,imported,12375,non-perishable,air,4864,ambient,63,16.547327999999997
coastal,renewable,recycled,502,perishable,air,993,refrigerated,11,0.2555982
rural,renewable,local,3666,non-perishable,road,2265,ambient,93,3.370320000000001
rural,renewable,imported,838,non-perishable,sea,1503,ambient,114,2.8785455999999994
coastal,renewable,local,3652,perishable,air,3758,refrigerated,11,1.2897456000000003
rural,non-renewable,local,10625,perishable,air,2620,refrigerated,19,2.3297040000000004
rural,renewable,recycled,3938,non-perishable,air,3296,ambient,61,3.6190079999999996
coastal,renewable,imported,3203,non-perishable,air,4552,ambient,123,20.156256
urban,renewable,recycled,2231,non-perishable,sea,4289,ambient,50,1.8013799999999998
coastal,renewable,local,1714,perishable,air,1470,refrigerated,11,0.504504
coastal,non-renewable,imported,10786,perishable,air,492,refrigerated,6,0.20723039999999995
coastal,renewable,recycled,1397,non-perishable,sea,90,ambient,127,0.096012
rural,renewable,local,520,non-perishable,air,3866,ambient,125,11.598000000000003
coastal,renewable,local,1584,non-perishable,road,1973,ambient,127,4.009136000000001
coastal,renewable,recycled,1367,non-perishable,sea,3189,ambient,39,1.0447164
urban,non-renewable,recycled,11767,perishable,sea,1237,refrigerated,29,0.5875997399999999
coastal,non-renewable,local,7187,perishable,air,784,refrigerated,5,0.18345600000000006
coastal,renewable,recycled,4823,perishable,air,2251,refrigerated,24,1.2641615999999998
rural,renewable,recycled,3122,non-perishable,air,3190,ambient,156,8.95752
rural,renewable,local,4215,non-perishable,sea,370,ambient,175,0.7251999999999998
rural,renewable,recycled,2968,perishable,sea,657,refrigerated,20,0.1434888
rural,renewable,imported,750,non-perishable,road,2716,refrigerated,27,2.2879584000000004
rural,renewable,local,1359,perishable,air,687,refrigerated,29,0.6215976000000001
coastal,non-renewable,recycled,10778,non-perishable,road,390,refrigerated,29,0.26465399999999994
urban,renewable,local,4132,perishable,air,1211,refrigerated,13,0.4911816000000001
urban,non-renewable,imported,12584,non-perishable,road,2547,refrigerated,21,2.5031915999999996
coastal,non-renewable,local,13611,non-perishable,sea,2344,ambient,74,2.9140608
rural,renewable,imported,1733,perishable,air,2935,refrigerated,24,3.2965919999999995
rural,renewable,recycled,4376,perishable,air,2132,refrigerated,20,0.997776
coastal,renewable,local,2555,perishable,air,1767,refrigerated,20,1.102608
urban,renewable,imported,1673,perishable,air,3610,refrigerated,18,3.041064
rural,renewable,recycled,3625,non-perishable,air,4932,refrigerated,25,2.8852200000000003
rural,renewable,recycled,1436,non-perishable,road,2102,ambient,58,1.4629919999999998
rural,renewable,local,2751,perishable,air,676,refrigerated,26,0.5483712000000001
coastal,renewable,recycled,3251,perishable,air,4201,refrigerated,7,0.6881238
urban,renewable,local,976,non-perishable,road,2080,ambient,51,1.6972800000000001
urban,renewable,imported,3369,non-perishable,air,4351,ambient,160,25.06176
urban,non-renewable,local,13863,perishable,air,3073,refrigerated,8,1.1505312000000003
rural,renewable,local,2331,non-perishable,sea,1027,ambient,40,0.460096
urban,non-renewable,imported,10140,perishable,air,1587,refrigerated,12,1.3368887999999999
coastal,renewable,recycled,4969,perishable,air,2062,refrigerated,27,1.3027716
coastal,renewable,local,1994,perishable,air,704,refrigerated,11,0.24161280000000002
urban,non-renewable,recycled,13538,non-perishable,air,3723,ambient,154,15.480233999999996
rural,renewable,recycled,2688,non-perishable,sea,2157,refrigerated,26,0.61241544
urban,non-renewable,recycled,11310,perishable,sea,2490,refrigerated,27,1.1012274
urban,non-renewable,local,14319,non-perishable,air,4394,refrigerated,10,2.0563920000000007
urban,renewable,recycled,3444,non-perishable,road,1407,ambient,129,2.178036
coastal,renewable,local,1006,non-perishable,sea,2321,ambient,59,1.5337167999999999
rural,renewable,imported,3038,perishable,air,972,refrigerated,23,1.0462608
urban,renewable,local,4923,perishable,air,2675,refrigerated,5,0.4173
urban,renewable,local,4968,non-perishable,road,259,ambient,175,0.7252000000000001
rural,renewable,local,4103,non-perishable,road,1456,refrigerated,25,0.75712
urban,renewable,local,1297,perishable,air,1268,ambient,133,4.0474559999999995
rural,non-renewable,imported,10038,perishable,air,711,refrigerated,22,1.0980683999999998
coastal,renewable,recycled,2313,non-perishable,road,2043,ambient,47,1.1522519999999998
coastal,renewable,local,4627,non-perishable,sea,3798,ambient,177,7.5291552
urban,renewable,local,3100,perishable,sea,2646,refrigerated,19,0.73198944
coastal,renewable,local,2062,non-perishable,air,3437,refrigerated,19,2.0374536
rural,renewable,local,3477,perishable,sea,1448,refrigerated,13,0.27407744000000006
rural,renewable,local,1995,perishable,air,3378,refrigerated,28,2.9510208000000007
rural,renewable,recycled,3884,non-perishable,air,3060,ambient,89,4.902119999999999
coastal,renewable,imported,1158,perishable,air,1213,refrigerated,17,0.9650628
urban,non-renewable,local,13260,perishable,air,270,refrigerated,23,0.29062800000000005
urban,renewable,local,1883,non-perishable,air,3616,refrigerated,24,2.7076607999999998
coastal,renewable,recycled,1521,perishable,air,2199,refrigerated,25,1.2864149999999999
rural,renewable,recycled,1547,perishable,air,4229,ambient,171,13.016862
coastal,renewable,local,2699,perishable,sea,1394,ambient,94,1.4676031999999997
rural,renewable,imported,1462,non-perishable,road,2750,ambient,67,4.422
coastal,renewable,imported,1010,non-perishable,road,42,ambient,178,0.179424
coastal,renewable,imported,4992,perishable,air,4177,ambient,61,9.172692
rural,renewable,imported,4746,perishable,air,2894,refrigerated,20,2.708784
coastal,renewable,local,3148,perishable,air,4514,refrigerated,9,1.2675312
coastal,renewable,imported,4341,perishable,air,1749,ambient,139,8.751996
urban,non-renewable,imported,7402,non-perishable,road,64,refrigerated,19,0.0569088
coastal,renewable,local,1494,perishable,air,2366,refrigerated,23,1.6978416000000003
rural,renewable,recycled,4192,perishable,air,775,refrigerated,8,0.14508000000000001
coastal,renewable,local,832,perishable,air,1482,refrigerated,15,0.6935760000000001
rural,renewable,local,4605,non-perishable,road,541,refrigerated,29,0.32633120000000004
urban,renewable,recycled,1305,non-perishable,sea,2763,ambient,48,1.1140415999999997
rural,renewable,local,4427,perishable,sea,1984,refrigerated,28,0.8088371200000001
rural,non-renewable,imported,7535,perishable,air,3637,refrigerated,9,2.2978566000000002
urban,renewable,imported,3177,perishable,air,2199,refrigerated,18,1.8524375999999998
urban,non-renewable,recycled,12814,perishable,air,3848,refrigerated,6,0.8103887999999998
urban,renewable,recycled,1082,non-perishable,air,4974,ambient,132,11.818223999999999
coastal,renewable,local,4573,perishable,air,618,refrigerated,8,0.15425280000000002
urban,renewable,imported,2315,non-perishable,road,2833,ambient,173,11.762616
urban,renewable,local,1213,non-perishable,sea,4666,ambient,34,1.7768128000000003
rural,renewable,recycled,2644,perishable,air,1624,refrigerated,12,0.45601919999999996
rural,renewable,imported,4510,non-perishable,sea,2220,refrigerated,26,1.2606048
rural,renewable,local,2917,perishable,sea,2233,ambient,57,1.4255472
urban,non-renewable,recycled,14792,non-perishable,road,815,ambient,48,0.7041599999999999
urban,non-renewable,local,7322,non-perishable,road,1269,ambient,175,5.3298000000000005
rural,renewable,recycled,3945,non-perishable,air,3092,ambient,123,6.845688
coastal,renewable,local,3385,non-perishable,road,2930,ambient,88,4.12544
coastal,renewable,recycled,3197,non-perishable,road,2046,ambient,173,4.247495999999999
rural,renewable,imported,3557,non-perishable,road,1218,ambient,172,5.027904
rural,non-renewable,imported,10994,perishable,air,2953,refrigerated,29,6.011717399999999
coastal,renewable,recycled,2193,perishable,air,348,refrigerated,13,0.1058616
coastal,renewable,local,2313,non-perishable,sea,3327,ambient,83,3.0927792
urban,renewable,local,4181,non-perishable,road,260,refrigerated,21,0.113568
rural,renewable,local,525,non-perishable,air,3120,ambient,141,10.558080000000002
coastal,non-renewable,imported,13738,perishable,sea,3067,refrigerated,27,2.71282284
urban,non-renewable,recycled,7904,non-perishable,road,137,refrigerated,7,0.0224406
rural,renewable,local,4849,non-perishable,road,372,ambient,145,0.86304
rural,renewable,local,3616,non-perishable,air,4108,ambient,84,8.281728
urban,renewable,local,4009,perishable,air,1355,ambient,65,2.1138000000000003
urban,renewable,imported,3871,non-perishable,road,2109,refrigerated,19,1.2502152
coastal,renewable,recycled,4212,perishable,air,2860,refrigerated,27,1.8069480000000002
rural,non-renewable,imported,9095,perishable,air,2957,refrigerated,28,5.8122792
coastal,renewable,recycled,739,perishable,sea,3265,ambient,30,0.82278
urban,renewable,local,3848,non-perishable,sea,795,ambient,151,1.3445040000000001
rural,renewable,imported,4234,perishable,air,4707,refrigerated,22,4.8463272
rural,renewable,recycled,2883,non-perishable,sea,3481,ambient,176,5.1463104
rural,renewable,recycled,1386,perishable,air,382,refrigerated,29,0.2592252
urban,non-renewable,recycled,9222,perishable,sea,4901,refrigerated,8,0.64222704
coastal,non-renewable,local,9796,perishable,sea,1513,refrigerated,20,0.6608784000000001
urban,renewable,recycled,1612,perishable,sea,3023,ambient,98,2.4885336
urban,non-renewable,recycled,12225,perishable,air,46,refrigerated,24,0.03875039999999999
urban,renewable,recycled,4505,perishable,air,3595,ambient,53,3.4296300000000004
coastal,renewable,imported,544,perishable,air,3980,refrigerated,17,3.166488
rural,renewable,local,584,non-perishable,air,4673,ambient,47,5.2711440000000005
